15120	2.299486
15184	2.263510
15248	2.316458
15312	2.301897
15376	2.321734
15440	2.369189
15504	2.368534
15568	2.431006
15632	2.423889
15696	2.452962
15760	2.491216
15824	2.499130
15888	2.580134
15952	2.532223
16016	2.567917
16080	2.570224
16144	2.581573
15120	2.305156
15184	2.311084
15248	2.296448
15312	2.317068
15376	2.329991
15440	2.372126
15504	2.340631
15568	2.433827
15632	2.416653
15696	2.466027
15760	2.453152
15824	2.464032
15888	2.553236
15952	2.524393
16016	2.533009
16080	2.543310
16144	2.583082
15120	2.306002
15184	2.311561
15248	2.282008
15312	2.343354
15376	2.326618
15440	2.346145
15504	2.393849
15568	2.418498
15632	2.401756
15696	2.467864
15760	2.459205
15824	2.520743
15888	2.553884
15952	2.568960
16016	2.526426
16080	2.559525
16144	2.589675
15120	2.272932
15184	2.277383
15248	2.296094
15312	2.319825
15376	2.312960
15440	2.358285
15504	2.389687
15568	2.414267
15632	2.421899
15696	2.436892
15760	2.466973
15824	2.467841
15888	2.554954
15952	2.558413
16016	2.542467
16080	2.595577
16144	2.599099
15120	2.256483
15184	2.264146
15248	2.292387
15312	2.341291
15376	2.330859
15440	2.343223
15504	2.366983
15568	2.372884
15632	2.411512
15696	2.444334
15760	2.437420
15824	2.470612
15888	2.510240
15952	2.549705
16016	2.561016
16080	2.623178
16144	2.694046
15120	2.267521
15184	2.306611
15248	2.304609
15312	2.329825
15376	2.331022
15440	2.329760
15504	2.359357
15568	2.379268
15632	2.422093
15696	2.425348
15760	2.462553
15824	2.488597
15888	2.532097
15952	2.522831
16016	2.538729
16080	2.565889
16144	2.633915
15120	2.289862
15184	2.278289
15248	2.316997
15312	2.296277
15376	2.325655
15440	2.371701
15504	2.359969
15568	2.403771
15632	2.439943
15696	2.489212
15760	2.491302
15824	2.475688
15888	2.546901
15952	2.508009
16016	2.571430
16080	2.578655
16144	2.610430
15120	2.304507
15184	2.297633
15248	2.295289
15312	2.337062
15376	2.321333
15440	2.356702
15504	2.359766
15568	2.434228
15632	2.458749
15696	2.458185
15760	2.521145
15824	2.470859
15888	2.508513
15952	2.536277
16016	2.583000
16080	2.561496
16144	2.590616
15120	2.270112
15184	2.286169
15248	2.325929
15312	2.357469
15376	2.315549
15440	2.429163
15504	2.355306
15568	2.471059
15632	2.442156
15696	2.493361
15760	2.458783
15824	2.511582
15888	2.525123
15952	2.519909
16016	2.550661
16080	2.605819
16144	2.629204
15120	2.284366
15184	2.333116
15248	2.320717
15312	2.295601
15376	2.342655
15440	2.355528
15504	2.410725
15568	2.403210
15632	2.406420
15696	2.466617
15760	2.495480
15824	2.460740
15888	2.556858
15952	2.531075
16016	2.544960
16080	2.590640
16144	2.621756
