384 9.413202 73109727 8684915 8.951280 47641283 2955847
400 10.298162 88933643 3025797 10.113904 43329366 4501993
416 11.629081 101090695 4483609 11.380084 46290283 3778666
432 12.974946 117821997 3797504 12.745903 50774361 5419589
448 14.795544 124216729 8313172 14.208773 62041207 4530623
