7500001	0.00834067	4.3963254750
10000002	0.0106127	4.6030699068
25000003	0.020744	5.8869070574
50000004	0.0393173	6.2211799894
75000005	0.059002	6.2130266770
100000006	0.0783143	6.2408142574
250000007	0.191272	6.3855138232
500000008	0.461366	5.2921324935
750000009	0.567199	6.4871940888
