10000000  0.320632 5.6776928067
25000000  0.120772 5.5624565296
50000000  0.335877 5.6484070061
75000000  0.357689 5.6584351210
100000000  0.475655 5.6895859393
250000000  0.217564 5.6139802540
500000000  0.433112 5.6373178300
750000000  0.648207 5.6793894542
1000000000  0.861945 5.7124990573
1002000000  0.865625 5.7052649819
