7500001	0.0242413	1.5126375235
10000002	0.029375	1.6630127659
25000003	0.073942	1.6515376917
50000004	0.145106	1.6856642730
75000005	0.216895	1.6901311694
100000006	0.286773	1.7042922450
250000007	0.716775	1.7039796309
500000008	1.4299	1.7075389887
750000009	2.14067	1.7188683916
