10000000  0.36449 4.9945128810
25000000  0.147342 4.5593856469
50000000  0.399295 4.7512991647
75000000  0.419299 4.8270088886
100000000  0.540629 5.0057988010
250000000  0.266725 4.5792482894
500000000  0.51833 4.7104933150
750000000  0.75665 4.8654199431
1000000000  0.972634 5.0623975719
1002000000  1.0186 4.8484390339
