10000000  0.302815 6.0117563528
25000000  0.11608 5.7872932460
50000000  0.318597 5.9547641691
75000000  0.338008 5.9879056117
100000000  0.449124 6.0256855567
250000000  0.209421 5.8322708801
500000000  0.410172 5.9526003725
750000000  0.611959 6.0157951758
1000000000  0.814301 6.0467321052
1002000000  0.81863 6.0327864847
