65	0.000011
129	0.000045
193	0.000206
257	0.000244
321	0.000302
385	0.000465
449	0.005049
513	0.006131
577	0.002132
641	0.003103
705	0.005509
769	0.005514
833	0.008390
897	0.007774
961	0.008539
1025	0.010521
1089	0.012698
1153	0.014720
1217	0.019029
1281	0.032992
1345	0.033555
1409	0.026545
1473	0.043013
1537	0.033070
1601	0.030218
1665	0.035912
1729	0.034977
1793	0.038972
1857	0.040542
1921	0.044251
1985	0.047620
2049	0.049812
2113	0.054614
2177	0.057170
2241	0.060897
2305	0.065894
2369	0.073245
2433	0.074438
2497	0.081655
2561	0.081277
2625	0.090511
2689	0.105010
2753	0.102903
2817	0.106485
2881	0.112707
2945	0.116967
3009	0.134321
3073	0.128174
3137	0.135604
3201	0.141882
65	0.000010
129	0.000042
193	0.000154
257	0.000320
321	0.008632
385	0.000885
449	0.012329
513	0.004150
577	0.003399
641	0.004749
705	0.002392
769	0.002690
833	0.004143
897	0.020149
961	0.011253
1025	0.011264
1089	0.026953
1153	0.017404
1217	0.033925
1281	0.024537
1345	0.034727
1409	0.023710
1473	0.032086
1537	0.029726
1601	0.029068
1665	0.032363
1729	0.033880
1793	0.038205
1857	0.040358
1921	0.045505
1985	0.044654
2049	0.062453
2113	0.055616
2177	0.058122
2241	0.061356
2305	0.065213
2369	0.071515
2433	0.077337
2497	0.078607
2561	0.087559
2625	0.092519
2689	0.110200
2753	0.100240
2817	0.107234
2881	0.142603
2945	0.122337
3009	0.121881
3073	0.127605
3137	0.140614
3201	0.148184
65	0.000010
129	0.000038
193	0.000087
257	0.000170
321	0.000266
385	0.001370
449	0.003666
513	0.002028
577	0.003007
641	0.001517
705	0.011926
769	0.020287
833	0.012455
897	0.017372
961	0.031158
1025	0.011105
1089	0.012300
1153	0.014441
1217	0.023101
1281	0.024408
1345	0.020685
1409	0.031069
1473	0.035391
1537	0.036262
1601	0.034177
1665	0.036822
1729	0.039281
1793	0.043396
1857	0.039645
1921	0.067857
1985	0.046610
2049	0.052778
2113	0.053721
2177	0.057654
2241	0.063993
2305	0.080493
2369	0.088721
2433	0.094870
2497	0.076913
2561	0.085163
2625	0.087972
2689	0.092464
2753	0.099508
2817	0.104184
