65	0.000009
129	0.000036
193	0.000084
257	0.000190
321	0.000229
385	0.000330
449	0.000445
513	0.000580
577	0.000756
641	0.000970
705	0.001417
769	0.001364
833	0.001560
897	0.001963
961	0.002098
1025	0.002615
1089	0.002825
1153	0.003030
1217	0.003337
1281	0.003842
1345	0.004109
1409	0.004499
1473	0.004929
1537	0.005498
1601	0.005860
1665	0.006362
1729	0.006822
1793	0.007334
1857	0.030068
1921	0.016451
1985	0.009869
2049	0.012911
2113	0.010351
2177	0.011026
2241	0.016002
2305	0.013455
2369	0.015646
2433	0.015070
2497	0.018638
2561	0.015761
2625	0.016156
2689	0.016827
2753	0.017549
2817	0.018730
2881	0.019253
2945	0.019991
3009	0.021307
3073	0.021969
3137	0.033065
3201	0.024320
65	0.000009
129	0.000038
193	0.000084
257	0.001240
321	0.000266
385	0.000379
449	0.000839
513	0.000776
577	0.000761
641	0.001067
705	0.001149
769	0.001354
833	0.006042
897	0.007357
961	0.002201
1025	0.004687
1089	0.002682
1153	0.005362
1217	0.003376
1281	0.003757
1345	0.004483
1409	0.004624
1473	0.010806
1537	0.009909
1601	0.009800
1665	0.006968
1729	0.009782
1793	0.007521
1857	0.007943
1921	0.008372
1985	0.008973
2049	0.016890
2113	0.018178
2177	0.010793
2241	0.011438
2305	0.012141
2369	0.012742
2433	0.013499
2497	0.014326
2561	0.014977
2625	0.015769
2689	0.016515
2753	0.017440
2817	0.018105
2881	0.019081
2945	0.019745
3009	0.021521
3073	0.021560
3137	0.022464
3201	0.023382
65	0.000009
129	0.000038
193	0.000085
257	0.000148
321	0.000237
385	0.000341
449	0.000557
513	0.000610
577	0.000749
641	0.001011
705	0.001127
769	0.001515
833	0.001563
897	0.001818
961	0.002099
1025	0.002460
1089	0.002790
1153	0.003160
1217	0.003362
1281	0.007528
1345	0.004138
1409	0.004519
1473	0.004940
1537	0.005584
1601	0.016745
1665	0.007335
1729	0.007082
1793	0.007429
1857	0.008089
1921	0.008623
1985	0.009190
2049	0.009777
2113	0.010359
2177	0.011043
2241	0.012028
2305	0.012364
2369	0.015723
2433	0.013739
2497	0.015082
2561	0.015302
2625	0.016130
2689	0.016813
2753	0.017616
2817	0.019440
