2881	0.019325
2945	0.020168
3009	0.021147
3073	0.022696
3137	0.027033
3201	0.023470
65	0.000009
129	0.000038
193	0.000084
257	0.000174
321	0.000229
385	0.000336
449	0.000476
513	0.000652
577	0.000774
641	0.000941
705	0.001257
769	0.001450
833	0.001641
897	0.001855
961	0.002103
1025	0.005196
1089	0.002864
1153	0.003106
1217	0.003357
1281	0.003714
1345	0.005120
1409	0.004576
1473	0.004970
1537	0.005478
1601	0.005892
1665	0.006458
1729	0.006949
1793	0.007886
1857	0.007852
1921	0.009394
1985	0.009064
2049	0.009607
2113	0.010220
2177	0.011091
2241	0.011721
2305	0.023303
2369	0.012669
2433	0.013606
2497	0.014474
2561	0.015258
2625	0.017005
2689	0.016894
2753	0.017555
2817	0.019545
2881	0.019356
2945	0.020057
3009	0.021242
3073	0.022525
3137	0.023684
3201	0.023966
65	0.000010
129	0.000036
193	0.000083
257	0.000148
321	0.000260
385	0.000336
449	0.000509
513	0.000636
577	0.000802
641	0.001117
705	0.001137
769	0.001438
833	0.001726
897	0.006199
961	0.002114
1025	0.002572
1089	0.002797
1153	0.003225
1217	0.003694
1281	0.003731
1345	0.004307
1409	0.004614
1473	0.004925
1537	0.006303
1601	0.005841
1665	0.006283
1729	0.006786
1793	0.007571
1857	0.007835
1921	0.008369
1985	0.008963
2049	0.009576
2113	0.010099
2177	0.011055
2241	0.018832
2305	0.012328
2369	0.013027
2433	0.021920
2497	0.020864
2561	0.014911
2625	0.015595
2689	0.016401
2753	0.017816
2817	0.017974
2881	0.018759
2945	0.019613
3009	0.020528
3073	0.021376
3137	0.022279
3201	0.023692
65	0.000010
129	0.000039
193	0.000083
257	0.000146
321	0.000230
385	0.000330
449	0.000467
513	0.000608
577	0.000748
641	0.001058
705	0.001234
769	0.001353
833	0.001641
897	0.001811
961	0.002223
1025	0.002413
1089	0.002730
1153	0.003087
1217	0.003434
1281	0.003864
1345	0.004522
1409	0.004594
1473	0.013409
1537	0.005986
1601	0.005921
1665	0.011400
1729	0.007004
1793	0.016371
1857	0.008303
1921	0.008620
1985	0.009467
2049	0.009748
2113	0.010373
2177	0.011002
2241	0.011726
2305	0.012295
2369	0.012904
2433	0.014798
2497	0.014526
2561	0.018597
2625	0.015902
2689	0.016783
2753	0.017447
2817	0.018258
2881	0.019816
2945	0.019888
3009	0.020904
3073	0.021660
3137	0.023164
3201	0.024484
65	0.000010
129	0.000037
193	0.000083
257	0.000148
321	0.000232
385	0.000338
449	0.000801
513	0.000580
577	0.001802
641	0.006797
705	0.001144
769	0.001387
833	0.001602
897	0.006774
961	0.007011
1025	0.004381
1089	0.002774
1153	0.007934
1217	0.003422
1281	0.008196
1345	0.008075
1409	0.005791
1473	0.005082
1537	0.005374
1601	0.010805
1665	0.006847
1729	0.011892
1793	0.007766
1857	0.008383
1921	0.008519
1985	0.008993
2049	0.009585
2113	0.010288
2177	0.010862
2241	0.014634
2305	0.012119
2369	0.012882
2433	0.013694
2497	0.014462
2561	0.014980
2625	0.015844
2689	0.016555
2753	0.018015
2817	0.032432
2881	0.018866
2945	0.019764
3009	0.021745
3073	0.030194
3137	0.022448
3201	0.023340
65	0.000011
129	0.000038
193	0.000085
257	0.000149
321	0.000233
385	0.000421
449	0.000625
513	0.000758
577	0.005449
641	0.000942
705	0.001263
769	0.001532
833	0.001557
897	0.001940
961	0.002169
1025	0.002731
1089	0.002886
1153	0.003173
1217	0.003401
1281	0.003917
1345	0.004217
1409	0.004646
1473	0.005074
1537	0.005531
1601	0.006012
1665	0.006435
1729	0.006912
1793	0.007446
1857	0.008438
1921	0.008519
1985	0.009063
2049	0.010821
2113	0.010380
2177	0.011036
2241	0.016257
2305	0.012501
2369	0.013665
2433	0.013763
2497	0.015171
2561	0.015244
2625	0.027174
2689	0.016821
2753	0.022998
2817	0.019541
2881	0.019330
2945	0.020252
3009	0.021191
3073	0.023115
3137	0.022870
3201	0.024848
65	0.000010
129	0.000036
193	0.000082
257	0.000167
321	0.000232
385	0.000334
449	0.000508
513	0.001853
577	0.003070
641	0.000971
705	0.001145
769	0.001442
833	0.002030
897	0.001817
961	0.002169
1025	0.006669
1089	0.003549
1153	0.003076
1217	0.007428
1281	0.005244
1345	0.004634
1409	0.006596
1473	0.005115
1537	0.010014
1601	0.006101
1665	0.006589
1729	0.009584
1793	0.007821
1857	0.010919
1921	0.008800
1985	0.009066
2049	0.009560
2113	0.010610
2177	0.010793
2241	0.011482
2305	0.012150
2369	0.012808
2433	0.013494
2497	0.014249
2561	0.015026
2625	0.015837
2689	0.016603
2753	0.017483
2817	0.018250
2881	0.019175
2945	0.019786
3009	0.020771
3073	0.022879
3137	0.022749
3201	0.023304
65	0.000010
129	0.000038
193	0.000084
257	0.000146
321	0.000249
385	0.000326
449	0.000458
513	0.000679
577	0.000736
641	0.000918
705	0.001112
769	0.001328
833	0.001564
897	0.001822
961	0.002126
1025	0.002405
1089	0.002707
1153	0.003073
1217	0.003379
1281	0.003833
1345	0.004135
1409	0.004527
1473	0.004995
1537	0.005363
1601	0.005844
1665	0.006342
1729	0.006914
1793	0.007593
1857	0.008145
1921	0.008653
1985	0.009363
2049	0.009813
2113	0.010375
2177	0.011033
2241	0.011602
2305	0.012731
2369	0.013128
2433	0.014237
2497	0.014465
2561	0.015148
2625	0.015993
2689	0.016790
2753	0.017721
2817	0.018542
2881	0.019382
2945	0.020056
3009	0.026242
3073	0.029386
3137	0.030491
3201	0.023894
