15120	0.552772
15184	0.558523
15248	0.564274
15312	0.568116
15376	0.572254
15440	0.577952
15504	0.583084
15568	0.587581
15632	0.592664
15696	0.596556
15760	0.601762
15824	0.606353
15888	0.610692
15952	0.616653
16016	0.620652
16080	0.626540
16144	0.631201
15120	0.553749
15184	0.559175
15248	0.563910
15312	0.568179
15376	0.571886
15440	0.578750
15504	0.581973
15568	0.588775
15632	0.593379
15696	0.596939
15760	0.602153
15824	0.606388
15888	0.611087
15952	0.616436
16016	0.622430
16080	0.626223
16144	0.630864
15120	0.555401
15184	0.559599
15248	0.563338
15312	0.569995
15376	0.573560
15440	0.577525
15504	0.584310
15568	0.587808
15632	0.594776
15696	0.598907
15760	0.601594
15824	0.607934
15888	0.611504
15952	0.618492
16016	0.622360
16080	0.628049
16144	0.635069
15120	0.554248
15184	0.558910
15248	0.562349
15312	0.568258
15376	0.573711
15440	0.577538
15504	0.581779
15568	0.587913
15632	0.591588
15696	0.596460
15760	0.600871
15824	0.606062
15888	0.611193
15952	0.616065
16016	0.622350
16080	0.627065
16144	0.631314
15120	0.552790
15184	0.559668
15248	0.563580
15312	0.568867
15376	0.572892
15440	0.578009
15504	0.582513
15568	0.587556
15632	0.592189
15696	0.597441
15760	0.601904
15824	0.607509
15888	0.611783
15952	0.617116
16016	0.621925
16080	0.635036
16144	0.632290
15120	0.553836
15184	0.558232
15248	0.563672
15312	0.568630
15376	0.573230
15440	0.578748
15504	0.581517
15568	0.587348
15632	0.593625
15696	0.597081
15760	0.600999
15824	0.606781
15888	0.611902
15952	0.616568
16016	0.622685
16080	0.626721
16144	0.630518
15120	0.553909
15184	0.558434
15248	0.563597
15312	0.568639
15376	0.572540
15440	0.577368
15504	0.582092
15568	0.587421
15632	0.593338
15696	0.597197
15760	0.602538
15824	0.606757
15888	0.611374
15952	0.616236
16016	0.621308
16080	0.627697
16144	0.632152
15120	0.554980
15184	0.558592
15248	0.564183
15312	0.569017
15376	0.572537
15440	0.578100
15504	0.582318
15568	0.586943
15632	0.591697
15696	0.596180
15760	0.602279
15824	0.606702
15888	0.611376
15952	0.624502
16016	0.621269
16080	0.624972
16144	0.631024
15120	0.552917
15184	0.559128
15248	0.563254
15312	0.567861
15376	0.572662
15440	0.577658
15504	0.583399
15568	0.588241
15632	0.592845
15696	0.596736
15760	0.601468
15824	0.607650
15888	0.611293
15952	0.617044
16016	0.621248
16080	0.626661
16144	0.629653
15120	0.555251
15184	0.558756
15248	0.564298
15312	0.569663
15376	0.574719
15440	0.578883
15504	0.582193
15568	0.587517
15632	0.592388
15696	0.597761
15760	0.602059
15824	0.606323
15888	0.612105
15952	0.615743
16016	0.622148
16080	0.626508
16144	0.630590
